Learning,Motor,motor_0039.jpg,st0,2,s0,w0,0,2,s0,w0,0,0,s0,w0,st1,2,s0,w0,0,2,s0,w0,0,0,s0,w0,st2,2,s0,w0,0,2,s0,w0,0,0,s0,w0,st3,2,s20,w0,0,2,s0,w0,0,0,s0,w0,st4,2,s36,w0,0,2,s0,w0,0,0,s0,w0,st5,2,s501,w3,0,2,s0,w0,0,0,s0,w0,st6,2,s1314,w34,0,2,s0,w0,0,0,s0,w0,st7,2,s3363,w53,0,11,s239062,w0,0,0,s0,w0,st8,2,s6210,w214,0,28,s761380,w160502,0,0,s0,w0,st9,2,s5872,w389,0,15,s268472,w563134,0,0,s0,w0,st10,3,s0,w0,0,7,s0,w0,0,0,s0,w0,st11,3,s0,w0,0,7,s0,w0,0,0,s0,w0,st12,3,s0,w0,0,7,s0,w0,0,0,s0,w0,st13,3,s0,w0,0,7,s0,w0,0,0,s0,w0,st14,3,s0,w0,0,7,s0,w0,0,0,s0,w0
Learning,Face,image_0386.jpg,st0,2,s0,w0,0,2,s0,w0,0,0,s0,w0,st1,2,s182,w0,0,2,s0,w0,0,0,s0,w0,st2,2,s172,w14,0,2,s0,w0,0,0,s0,w0,st3,2,s473,w14,0,2,s0,w0,0,0,s0,w0,st4,2,s917,w38,0,2,s0,w0,0,0,s0,w0,st5,2,s2090,w60,0,3,s19810,w0,0,0,s0,w0,st6,2,s3707,w211,0,18,s515877,w8981,0,0,s0,w0,st7,2,s5923,w275,0,21,s648970,w286215,0,0,s0,w0,st8,2,s8925,w711,0,14,s299876,w760518,0,0,s0,w0,st9,3,s8564,w970,0,10,s77437,w913638,0,0,s0,w0,st10,3,s0,w0,0,8,s0,w0,0,0,s0,w0,st11,3,s0,w0,0,8,s0,w0,0,0,s0,w0,st12,3,s0,w0,0,8,s0,w0,0,0,s0,w0,st13,3,s0,w0,0,8,s0,w0,0,0,s0,w0,st14,3,s0,w0,0,8,s0,w0,0,0,s0,w0
Learning,Motor,motor_0234.jpg,st0,2,s0,w0,0,2,s0,w0,0,0,s0,w0,st1,2,s14,w0,0,2,s0,w0,0,0,s0,w0,st2,2,s48,w3,0,2,s0,w0,0,0,s0,w0,st3,2,s851,w14,0,2,s0,w0,0,0,s0,w0,st4,2,s1873,w52,0,2,s20645,w0,0,0,s0,w0,st5,2,s3572,w137,0,15,s497801,w17862,0,0,s0,w0,st6,2,s3623,w154,0,11,s249513,w195351,0,0,s0,w0,st7,2,s6076,w486,0,17,s390519,w476027,0,0,s0,w0,st8,2,s4456,w483,0,13,s206410,w566170,0,0,s0,w0,st9,3,s6508,w567,0,13,s183100,w866090,0,0,s0,w0,st10,3,s0,w0,0,8,s0,w0,0,0,s0,w0,st11,3,s0,w0,0,8,s0,w0,0,0,s0,w0,st12,3,s0,w0,0,8,s0,w0,0,0,s0,w0,st13,3,s0,w0,0,8,s0,w0,0,0,s0,w0,st14,3,s0,w0,0,8,s0,w0,0,0,s0,w0
3427,3378,3244,3263,3294,3270,3136,3115,3082,4011
Learning,Motor,motor_0128.jpg,st0,2,s0,w0,0,2,s0,w0,0,0,s0,w0,st1,2,s0,w0,0,2,s0,w0,0,0,s0,w0,st2,2,s0,w0,0,2,s0,w0,0,0,s0,w0,st3,2,s243,w0,0,2,s0,w0,0,0,s0,w0,st4,2,s1302,w1,0,2,s0,w0,0,0,s0,w0,st5,2,s1825,w131,0,2,s0,w0,0,0,s0,w0,st6,2,s3394,w251,0,12,s320369,w0,0,0,s0,w0,st7,2,s2324,w246,0,12,s244077,w123809,0,0,s0,w0,st8,2,s3113,w215,0,12,s238991,w204580,0,0,s0,w0,st9,2,s5347,w269,0,11,s158149,w498354,0,0,s0,w0,st10,3,s0,w0,0,6,s0,w0,0,0,s0,w0,st11,3,s0,w0,0,6,s0,w0,0,0,s0,w0,st12,3,s0,w0,0,6,s0,w0,0,0,s0,w0,st13,3,s0,w0,0,6,s0,w0,0,0,s0,w0,st14,3,s0,w0,0,6,s0,w0,0,0,s0,w0
Learning,Motor,motor_0053.jpg,st0,2,s0,w0,0,2,s0,w0,0,0,s0,w0,st1,2,s0,w0,0,2,s0,w0,0,0,s0,w0,st2,2,s15,w0,0,2,s0,w0,0,0,s0,w0,st3,2,s142,w0,0,2,s0,w0,0,0,s0,w0,st4,2,s566,w4,0,2,s0,w0,0,0,s0,w0,st5,2,s565,w7,0,2,s0,w0,0,0,s0,w0,st6,2,s2065,w23,0,2,s10251,w0,0,0,s0,w0,st7,2,s4985,w155,0,32,s1048261,w8884,0,0,s0,w0,st8,2,s6196,w414,0,17,s366409,w690923,0,0,s0,w0,st9,3,s9035,w440,0,14,s175226,w1124363,0,0,s0,w0,st10,3,s0,w0,0,8,s0,w0,0,0,s0,w0,st11,3,s0,w0,0,8,s0,w0,0,0,s0,w0,st12,3,s0,w0,0,8,s0,w0,0,0,s0,w0,st13,3,s0,w0,0,8,s0,w0,0,0,s0,w0,st14,3,s0,w0,0,8,s0,w0,0,0,s0,w0
Learning,Motor,motor_0047.jpg,st0,2,s0,w0,0,2,s0,w0,0,0,s0,w0,st1,2,s0,w0,0,2,s0,w0,0,0,s0,w0,st2,2,s45,w0,0,2,s0,w0,0,0,s0,w0,st3,2,s45,w2,0,2,s0,w0,0,0,s0,w0,st4,2,s987,w11,0,2,s0,w0,0,0,s0,w0,st5,2,s1196,w62,0,2,s0,w0,0,0,s0,w0,st6,2,s2675,w76,0,12,s326682,w0,0,0,s0,w0,st7,2,s5528,w261,0,18,s514145,w267068,0,0,s0,w0,st8,2,s7507,w505,0,13,s234910,w682721,0,0,s0,w0,st9,2,s2986,w370,0,8,s32139,w425894,0,0,s0,w0,st10,3,s0,w0,0,6,s0,w0,0,0,s0,w0,st11,3,s0,w0,0,6,s0,w0,0,0,s0,w0,st12,3,s0,w0,0,6,s0,w0,0,0,s0,w0,st13,3,s0,w0,0,6,s0,w0,0,0,s0,w0,st14,3,s0,w0,0,6,s0,w0,0,0,s0,w0
Learning,Face,image_0122.jpg,st0,2,s0,w0,0,2,s0,w0,0,0,s0,w0,st1,2,s0,w0,0,2,s0,w0,0,0,s0,w0,st2,2,s284,w0,0,2,s0,w0,0,0,s0,w0,st3,2,s480,w37,0,2,s0,w0,0,0,s0,w0,st4,2,s1132,w73,0,2,s0,w0,0,0,s0,w0,st5,2,s867,w84,0,2,s0,w0,0,0,s0,w0,st6,2,s1914,w112,0,2,s10796,w0,0,0,s0,w0,st7,2,s2040,w184,0,7,s112460,w3735,0,0,s0,w0,st8,2,s4212,w293,0,23,s590329,w71531,0,0,s0,w0,st9,2,s4134,w375,0,11,s173717,w301398,0,0,s0,w0,st10,3,s0,w0,0,6,s0,w0,0,0,s0,w0,st11,3,s0,w0,0,6,s0,w0,0,0,s0,w0,st12,3,s0,w0,0,6,s0,w0,0,0,s0,w0,st13,3,s0,w0,0,6,s0,w0,0,0,s0,w0,st14,3,s0,w0,0,6,s0,w0,0,0,s0,w0
Learning,Face,image_0405.jpg,st0,2,s0,w0,0,2,s0,w0,0,0,s0,w0,st1,2,s0,w0,0,2,s0,w0,0,0,s0,w0,st2,2,s254,w0,0,2,s0,w0,0,0,s0,w0,st3,2,s845,w6,0,2,s0,w0,0,0,s0,w0,st4,2,s1488,w70,0,2,s0,w0,0,0,s0,w0,st5,2,s1882,w145,0,2,s7207,w0,0,0,s0,w0,st6,2,s2435,w203,0,5,s93106,w2353,0,0,s0,w0,st7,2,s4266,w217,0,15,s401691,w41568,0,0,s0,w0,st8,2,s5817,w410,0,16,s361084,w256997,0,0,s0,w0,st9,2,s5107,w477,0,11,s139679,w431601,0,0,s0,w0,st10,3,s0,w0,0,6,s0,w0,0,0,s0,w0,st11,3,s0,w0,0,6,s0,w0,0,0,s0,w0,st12,3,s0,w0,0,6,s0,w0,0,0,s0,w0,st13,3,s0,w0,0,6,s0,w0,0,0,s0,w0,st14,3,s0,w0,0,6,s0,w0,0,0,s0,w0
Learning,Motor,motor_0181.jpg,st0,2,s0,w0,0,2,s0,w0,0,0,s0,w0,st1,2,s17,w0,0,2,s0,w0,0,0,s0,w0,st2,2,s46,w0,0,2,s0,w0,0,0,s0,w0,st3,2,s54,w2,0,2,s0,w0,0,0,s0,w0,st4,2,s334,w11,0,2,s0,w0,0,0,s0,w0,st5,2,s635,w19,0,2,s0,w0,0,0,s0,w0,st6,2,s675,w51,0,2,s0,w0,0,0,s0,w0,st7,2,s1432,w44,0,2,s10489,w0,0,0,s0,w0,st8,2,s2715,w105,0,12,s265842,w4750,0,0,s0,w0,st9,2,s4499,w167,0,21,s498131,w171321,0,0,s0,w0,st10,3,s0,w0,0,5,s0,w0,0,0,s0,w0,st11,3,s0,w0,0,5,s0,w0,0,0,s0,w0,st12,3,s0,w0,0,5,s0,w0,0,0,s0,w0,st13,3,s0,w0,0,5,s0,w0,0,0,s0,w0,st14,3,s0,w0,0,5,s0,w0,0,0,s0,w0
